ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value (€),Wage (€),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Joined,Loaned From,Contract Valid Until,Height,Weight,Release Clause (€),Kit Number,Best Overall Rating
177003,L. Modrić,36,https://cdn.sofifa.net/players/177/003/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,88,88,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,29000000.0,230000.0,2257,Right,4.0,4.0,4.0,Medium/ Medium,Lean (170-185),Yes,RCM,"Aug 1, 2012",,2023,172cm,66kg,59500000.0,10,
223848,S. Milinković-Savić,27,https://cdn.sofifa.net/players/223/848/23_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,86,87,Lazio,https://cdn.sofifa.net/teams/46/30.png,77500000.0,90000.0,2250,Right,3.0,5.0,4.0,High/ Medium,Normal (185+),Yes,RCM,"Aug 6, 2015",,2024,191cm,76kg,137600000.0,21,
225193,Merino,26,https://cdn.sofifa.net/players/225/193/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,83,86,Real Sociedad,https://cdn.sofifa.net/teams/457/30.png,47000000.0,49000.0,2247,Left,1.0,3.0,3.0,High/ High,Normal (185+),Yes,LCM,"Jul 12, 2018",,2025,189cm,83kg,102200000.0,8,
226161,Marcos Llorente,27,https://cdn.sofifa.net/players/226/161/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,84,85,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,48000000.0,81000.0,2244,Right,3.0,4.0,3.0,High/ Medium,Lean (170-185),Yes,RCM,"Jul 1, 2019",,2027,184cm,74kg,102000000.0,14,
212616,R. De Paul,28,https://cdn.sofifa.net/players/212/616/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,84,84,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,42000000.0,85000.0,2240,Right,1.0,3.0,4.0,High/ Medium,Normal (170-185),No,SUB,"Jul 12, 2021",,2026,180cm,70kg,86100000.0,5,
181458,I. Perišić,33,https://cdn.sofifa.net/players/181/458/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,84,84,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,26500000.0,130000.0,2238,Right,3.0,5.0,4.0,High/ Medium,Lean (185+),Yes,SUB,"Jul 1, 2022",,2024,186cm,80kg,50400000.0,14,
228702,F. de Jong,25,https://cdn.sofifa.net/players/228/702/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,87,92,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,116500000.0,230000.0,2238,Right,3.0,3.0,4.0,High/ Medium,Unique,Yes,RCM,"Jul 1, 2019",,2026,180cm,74kg,247600000.0,21,
194765,A. Griezmann,31,https://cdn.sofifa.net/players/194/765/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,83,83,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,30500000.0,185000.0,2235,Left,4.0,3.0,4.0,Medium/ Medium,Unique,Yes,RS,,"<a href=""/team/241/fc-barcelona/"">FC Barcelona</a>","Jun 30, 2023",176cm,73kg,,8,
193082,J. Cuadrado,34,https://cdn.sofifa.net/players/193/082/23_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,83,83,Juventus,https://cdn.sofifa.net/teams/45/30.png,13500000.0,120000.0,2234,Right,3.0,3.0,5.0,High/ Medium,Lean (170-185),Yes,RB,"Jul 1, 2017",,2023,179cm,72kg,23000000.0,11,
208574,F. Kostić,29,https://cdn.sofifa.net/players/208/574/23_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,85,85,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,53000000.0,56000.0,2234,Left,3.0,2.0,3.0,High/ High,Normal (170-185),Yes,LM,"May 17, 2019",,2023,184cm,84kg,90100000.0,10,
231281,T. Alexander-Arnold,23,https://cdn.sofifa.net/players/231/281/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,87,90,Liverpool,https://cdn.sofifa.net/teams/9/30.png,100500000.0,150000.0,2234,Right,3.0,4.0,3.0,High/ Medium,Unique,Yes,RB,"Oct 7, 2015",,2025,180cm,69kg,193500000.0,66,
235212,A. Hakimi,23,https://cdn.sofifa.net/players/235/212/23_60.png,Morocco,https://cdn.sofifa.net/flags/ma.png,84,87,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,53500000.0,90000.0,2229,Right,2.0,4.0,4.0,High/ Medium,Lean (170-185),Yes,RWB,"Jul 6, 2021",,2026,181cm,73kg,103000000.0,2,
216352,M. Brozović,29,https://cdn.sofifa.net/players/216/352/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,86,86,Inter,https://cdn.sofifa.net/teams/44/30.png,58000000.0,110000.0,2227,Right,3.0,4.0,3.0,Medium/ Medium,Lean (170-185),Yes,CDM,"Jul 1, 2016",,2026,181cm,68kg,95700000.0,77,
209331,M. Salah,30,https://cdn.sofifa.net/players/209/331/23_60.png,Egypt,https://cdn.sofifa.net/flags/eg.png,90,90,Liverpool,https://cdn.sofifa.net/teams/9/30.png,115500000.0,270000.0,2226,Left,4.0,3.0,4.0,High/ Medium,Unique,Yes,RW,"Jul 1, 2017",,2023,175cm,71kg,213700000.0,11,
241096,S. Tonali,22,https://cdn.sofifa.net/players/241/096/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,84,90,AC Milan,https://cdn.sofifa.net/teams/47/30.png,62500000.0,75000.0,2225,Right,1.0,4.0,3.0,Medium/ High,Unique,Yes,RCM,"Jul 8, 2021",,2026,181cm,79kg,118800000.0,8,
189509,Thiago,31,https://cdn.sofifa.net/players/189/509/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,86,86,Liverpool,https://cdn.sofifa.net/teams/9/30.png,55500000.0,180000.0,2225,Right,3.0,3.0,5.0,Medium/ Medium,Normal (170-185),Yes,LCM,"Sep 18, 2020",,2024,174cm,70kg,102700000.0,6,
238074,R. James,22,https://cdn.sofifa.net/players/238/074/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,84,88,Chelsea,https://cdn.sofifa.net/teams/5/30.png,57000000.0,120000.0,2225,Right,2.0,3.0,3.0,High/ Medium,Stocky (170-185),Yes,RWB,"Mar 3, 2017",,2025,178cm,87kg,109700000.0,24,
189332,Jordi Alba,33,https://cdn.sofifa.net/players/189/332/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,85,85,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,28000000.0,190000.0,2218,Left,3.0,3.0,3.0,High/ Medium,Unique,Yes,LB,"Jul 1, 2012",,2024,170cm,68kg,57400000.0,18,
213565,T. Lemar,26,https://cdn.sofifa.net/players/213/565/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,83,86,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,47000000.0,74000.0,2215,Left,3.0,3.0,4.0,High/ High,Lean (170-185),Yes,SUB,"Jul 1, 2018",,2023,171cm,63kg,99900000.0,11,
230767,Renato Sanches,24,https://cdn.sofifa.net/players/230/767/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,80,86,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,33000000.0,72000.0,2215,Right,3.0,4.0,4.0,High/ High,Normal (170-185),Yes,SUB,"Aug 4, 2022",,2027,176cm,70kg,67700000.0,11,
190286,Canales,31,https://cdn.sofifa.net/players/190/286/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,84,84,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,35000000.0,42000.0,2213,Left,2.0,3.0,4.0,High/ Medium,Lean (170-185),Yes,RM,"Jul 3, 2018",,2026,176cm,65kg,73500000.0,10,
226754,I. Bennacer,24,https://cdn.sofifa.net/players/226/754/23_60.png,Algeria,https://cdn.sofifa.net/flags/dz.png,82,86,AC Milan,https://cdn.sofifa.net/teams/47/30.png,40000000.0,63000.0,2213,Left,2.0,3.0,4.0,High/ Medium,Lean (170-185),No,LCM,"Aug 4, 2019",,2024,175cm,70kg,71000000.0,4,
212462,Alex Telles,29,https://cdn.sofifa.net/players/212/462/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,80,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,18500000.0,110000.0,2213,Left,3.0,2.0,3.0,High/ Low,Unique,Yes,SUB,,"<a href=""/team/11/manchester-united/"">Manchester United</a>","Jun 30, 2023",181cm,71kg,,3,
231969,R. Malinovskyi,29,https://cdn.sofifa.net/players/231/969/23_60.png,Ukraine,https://cdn.sofifa.net/flags/ua.png,82,82,Atalanta,https://cdn.sofifa.net/teams/39/30.png,30500000.0,73000.0,2213,Left,3.0,4.0,4.0,Medium/ Medium,Stocky (170-185),No,LF,"Jul 16, 2019",,2023,181cm,79kg,51900000.0,18,
238744,W. McKennie,23,https://cdn.sofifa.net/players/238/744/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,80,85,Juventus,https://cdn.sofifa.net/teams/45/30.png,31500000.0,90000.0,2212,Right,2.0,3.0,3.0,High/ High,Normal (170-185),Yes,LCM,"Jul 1, 2021",,2025,183cm,84kg,55900000.0,14,
200145,Casemiro,30,https://cdn.sofifa.net/players/200/145/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,89,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,86000000.0,300000.0,2209,Right,3.0,3.0,2.0,Medium/ High,Unique,Yes,CDM,"Jul 11, 2013",,2025,185cm,84kg,176300000.0,14,
220651,Angeliño,25,https://cdn.sofifa.net/players/220/651/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,83,85,TSG Hoffenheim,https://cdn.sofifa.net/teams/10029/30.png,42000000.0,64000.0,2209,Left,2.0,3.0,4.0,High/ High,Normal (170-185),No,LWB,,"<a href=""/team/112172/rb-leipzig/"">RB Leipzig</a>","Jun 30, 2023",171cm,69kg,,11,
230938,F. Kessié,25,https://cdn.sofifa.net/players/230/938/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,84,86,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,47500000.0,165000.0,2206,Right,3.0,4.0,3.0,High/ High,Normal (170-185),Yes,SUB,"Jul 4, 2022",,2026,183cm,88kg,100900000.0,19,
200458,L. Digne,28,https://cdn.sofifa.net/players/200/458/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,82,82,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,27500000.0,100000.0,2206,Left,2.0,2.0,3.0,High/ Medium,Unique,Yes,LB,"Jan 13, 2022",,2026,178cm,74kg,52300000.0,27,
188545,R. Lewandowski,33,https://cdn.sofifa.net/players/188/545/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,91,91,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,84000000.0,420000.0,2205,Right,5.0,4.0,4.0,High/ Medium,Unique,Yes,ST,"Jul 18, 2022",,2025,185cm,81kg,172200000.0,9,
181872, A. Vidal,34,https://cdn.sofifa.net/players/181/872/22_60.png,Chile,https://cdn.sofifa.net/flags/cl.png,81,81,Inter,https://cdn.sofifa.net/teams/44/30.png,12000000.0,105000.0,2199,Right,4.0,4.0,3.0,High/ High,Unique,Yes,SUB,"Sep 22, 2020",,2023,180cm,75kg,20400000.0,22,
188377,K. Walker,32,https://cdn.sofifa.net/players/188/377/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,85,85,Manchester City,https://cdn.sofifa.net/teams/10/30.png,37500000.0,170000.0,2196,Right,3.0,2.0,3.0,High/ High,Unique,Yes,RB,"Jul 14, 2017",,2024,183cm,83kg,69400000.0,2,
232656,T. Hernández,24,https://cdn.sofifa.net/players/232/656/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,85,90,AC Milan,https://cdn.sofifa.net/teams/47/30.png,76000000.0,82000.0,2195,Left,3.0,3.0,3.0,High/ Medium,Unique,Yes,LB,"Jul 5, 2019",,2026,184cm,81kg,134900000.0,19,
186942,İ. Gündoğan,31,https://cdn.sofifa.net/players/186/942/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,85,85,Manchester City,https://cdn.sofifa.net/teams/10/30.png,44000000.0,185000.0,2195,Right,3.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,SUB,"Jul 1, 2016",,2023,180cm,80kg,81400000.0,8,
214097,B. Bourigeaud,28,https://cdn.sofifa.net/players/214/097/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,81,81,Stade Rennais FC,https://cdn.sofifa.net/teams/74/30.png,26000000.0,66000.0,2194,Right,2.0,3.0,3.0,High/ High,Lean (170-185),No,RW,"Jun 14, 2017",,2023,178cm,68kg,49400000.0,14,
223697,R. Gosens,27,https://cdn.sofifa.net/players/223/697/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,82,82,Inter,https://cdn.sofifa.net/teams/44/30.png,29500000.0,59000.0,2193,Left,3.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,LM,,"<a href=""/team/39/atalanta/"">Atalanta</a>","Jun 30, 2023",183cm,76kg,,8,
181291,G. Wijnaldum,31,https://cdn.sofifa.net/players/181/291/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,80,80,Roma,https://cdn.sofifa.net/teams/52/30.png,17500000.0,83000.0,2193,Right,3.0,4.0,3.0,High/ High,Unique,Yes,LCM,,"<a href=""/team/73/paris-saint-germain/"">Paris Saint-Germain</a>","Jun 30, 2023",175cm,74kg,,25,
219683,C. Tolisso,27,https://cdn.sofifa.net/players/219/683/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,81,81,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,27500000.0,75000.0,2193,Right,3.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,RCM,"Jul 1, 2022",,2027,181cm,81kg,52300000.0,88,
202126,H. Kane,28,https://cdn.sofifa.net/players/202/126/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,89,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,105500000.0,240000.0,2193,Right,4.0,5.0,3.0,High/ High,Unique,Yes,ST,"Jul 28, 2010",,2024,188cm,89kg,200500000.0,10,
193747,Koke,30,https://cdn.sofifa.net/players/193/747/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,83,83,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,34500000.0,74000.0,2192,Right,3.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,LCM,"Jan 1, 2011",,2024,176cm,77kg,70700000.0,6,
195479,J. Tavernier,30,https://cdn.sofifa.net/players/195/479/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,78,78,Rangers FC,https://cdn.sofifa.net/teams/86/30.png,12000000.0,51000.0,2191,Right,1.0,3.0,3.0,High/ Medium,Lean (185+),Yes,RB,"Jul 20, 2015",,2024,182cm,75kg,21600000.0,2,
183711,J. Henderson,32,https://cdn.sofifa.net/players/183/711/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,83,83,Liverpool,https://cdn.sofifa.net/teams/9/30.png,28500000.0,135000.0,2190,Right,3.0,3.0,3.0,High/ High,Normal (170-185),Yes,RCM,"Jun 9, 2011",,2025,182cm,80kg,52700000.0,14,
158023,L. Messi,35,https://cdn.sofifa.net/players/158/023/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,91,91,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,54000000.0,195000.0,2190,Left,5.0,4.0,4.0,Low/ Low,Unique,Yes,RW,"Aug 10, 2021",,2023,169cm,67kg,99900000.0,30,
199556,M. Verratti,29,https://cdn.sofifa.net/players/199/556/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,87,87,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,77500000.0,155000.0,2189,Right,3.0,4.0,4.0,Medium/ High,Unique,Yes,RCM,"Jul 18, 2012",,2024,165cm,60kg,143400000.0,6,
214047,M. Uribe,31,https://cdn.sofifa.net/players/214/047/23_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,81,81,FC Porto,https://cdn.sofifa.net/teams/236/30.png,21000000.0,19000.0,2189,Right,1.0,4.0,3.0,Medium/ High,Normal (170-185),Yes,RCM,"Aug 5, 2019",,2023,183cm,77kg,42000000.0,8,
239053,F. Valverde,23,https://cdn.sofifa.net/players/239/053/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,84,90,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,66000000.0,175000.0,2188,Right,1.0,4.0,3.0,High/ High,Unique,Yes,SUB,"Jul 22, 2016",,2027,182cm,78kg,148500000.0,15,
208722,S. Mané,30,https://cdn.sofifa.net/players/208/722/23_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,89,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,99500000.0,145000.0,2188,Right,4.0,4.0,4.0,High/ Medium,Unique,Yes,ST,"Jul 1, 2022",,2025,174cm,69kg,164200000.0,17,
205632,L. Ocampos,27,https://cdn.sofifa.net/players/205/632/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,81,81,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,27500000.0,39000.0,2188,Right,2.0,3.0,4.0,High/ High,Normal (185+),No,SUB,"Jul 3, 2019",,2024,188cm,84kg,57800000.0,5,
233927,Lucas Paquetá,24,https://cdn.sofifa.net/players/233/927/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,82,87,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,46000000.0,70000.0,2188,Left,2.0,4.0,5.0,High/ High,Normal (170-185),Yes,LCM,"Oct 1, 2020",,2025,180cm,72kg,90900000.0,10,
202648,Sergi Darder,28,https://cdn.sofifa.net/players/202/648/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,82,82,RCD Espanyol de Barcelona,https://cdn.sofifa.net/teams/452/30.png,30500000.0,30000.0,2188,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,CAM,"Jul 10, 2018",,2023,180cm,71kg,64099999.99999999,10,
216393,Y. Tielemans,25,https://cdn.sofifa.net/players/216/393/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,84,86,Leicester City,https://cdn.sofifa.net/teams/95/30.png,52500000.0,115000.0,2187,Right,2.0,5.0,4.0,Medium/ Medium,Normal (170-185),Yes,RDM,"Jul 8, 2019",,2023,176cm,72kg,103700000.0,8,
209297,Fred,29,https://cdn.sofifa.net/players/209/297/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,80,80,Manchester United,https://cdn.sofifa.net/teams/11/30.png,20500000.0,120000.0,2186,Left,3.0,3.0,4.0,High/ High,Lean (170-),Yes,CDM,"Jun 21, 2018",,2023,169cm,62kg,39000000.0,17,
218667,Bernardo Silva,27,https://cdn.sofifa.net/players/218/667/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,88,88,Manchester City,https://cdn.sofifa.net/teams/10/30.png,97500000.0,260000.0,2185,Left,2.0,3.0,4.0,High/ High,Lean (170-185),Yes,LCM,"Jul 1, 2017",,2025,173cm,64kg,180400000.0,20,
210035,Grimaldo,26,https://cdn.sofifa.net/players/210/035/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,82,85,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,36500000.0,19000.0,2184,Left,3.0,2.0,3.0,High/ Medium,Lean (170-185),Yes,LB,"Jan 4, 2016",,2023,172cm,67kg,75700000.0,3,
234153,Carlos Soler,25,https://cdn.sofifa.net/players/234/153/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,83,88,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,53000000.0,51000.0,2183,Right,2.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,LCM,"Jul 1, 2015",,2023,180cm,76kg,115300000.0,10,
224458,Diogo Jota,25,https://cdn.sofifa.net/players/224/458/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,85,89,Liverpool,https://cdn.sofifa.net/teams/9/30.png,76000000.0,170000.0,2183,Right,2.0,5.0,4.0,High/ High,Normal (170-185),Yes,SUB,"Sep 19, 2020",,2025,178cm,73kg,146300000.0,20,
252371,J. Bellingham,19,https://cdn.sofifa.net/players/252/371/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,84,91,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,81500000.0,41000.0,2182,Right,2.0,4.0,4.0,High/ High,Lean (185+),Yes,LDM,"Jul 23, 2020",,2025,186cm,75kg,154900000.0,22,
201455,G. Kondogbia,29,https://cdn.sofifa.net/players/201/455/23_60.png,Central African Republic,https://cdn.sofifa.net/flags/cf.png,82,82,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,29500000.0,71000.0,2181,Left,2.0,3.0,3.0,Medium/ High,Lean (185+),Yes,CDM,"Nov 3, 2020",,2024,188cm,80kg,60500000.0,4,
186345,K. Trippier,31,https://cdn.sofifa.net/players/186/345/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,84,84,Newcastle United,https://cdn.sofifa.net/teams/13/30.png,30500000.0,120000.0,2181,Right,2.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,RB,"Jan 7, 2022",,2024,173cm,71kg,58000000.0,2,
193283,T. Delaney,30,https://cdn.sofifa.net/players/193/283/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,81,81,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,21500000.0,33000.0,2177,Left,2.0,4.0,2.0,Low/ High,Normal (170-185),Yes,SUB,"Aug 25, 2021",,2025,182cm,79kg,45200000.0,18,
231747,K. Mbappé,23,https://cdn.sofifa.net/players/231/747/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,91,95,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,190500000.0,230000.0,2177,Right,4.0,4.0,5.0,High/ Low,Unique,Yes,ST,"Jul 1, 2018",,2025,182cm,73kg,366700000.0,7,
269765,S. Obisanya,22,https://cdn.sofifa.net/players/269/765/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,81,88,AFC Richmond,https://cdn.sofifa.net/teams/116418/30.png,52500000.0,55000.0,2176,Right,1.0,3.0,3.0,High/ High,Lean (185+),Yes,RM,"Jul 1, 2019",,2026,185cm,77kg,110300000.0,24,
183512,Yuri Berchiche,32,https://cdn.sofifa.net/players/183/512/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,82,82,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,21000000.0,35000.0,2176,Left,2.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,LB,"Jul 2, 2018",,2024,181cm,80kg,44100000.0,17,
193165,J. Corona,29,https://cdn.sofifa.net/players/193/165/23_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,81,81,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,25500000.0,40000.0,2175,Right,3.0,5.0,5.0,Medium/ Medium,Normal (170-185),Yes,RW,"Jan 14, 2022",,2025,173cm,66kg,53600000.0,9,
235008,L. Robertone,25,https://cdn.sofifa.net/players/235/008/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,80,Unión Deportiva Almería,https://cdn.sofifa.net/teams/1861/30.png,10500000.0,24000.0,2173,Right,1.0,4.0,4.0,Medium/ High,Normal (170-185),No,LCM,"Oct 1, 2020",,2025,175cm,70kg,23900000.0,5,
